index,Area_of_Origin,Civilian_Casualties,Count_of_Persons_Rescued,Estimated_Number_Of_Persons_Displaced,Extent_Of_Fire,Fire_Alarm_System_Impact_on_Evacuation,Fire_Alarm_System_Operation,Fire_Alarm_System_Presence,Ignition_Source,Incident_Station_Area,Incident_Ward,Material_First_Ignited,Method_Of_Fire_Control,Possible_Cause,Property_Use,Smoke_Alarm_at_Fire_Origin_Alarm_Failure,Smoke_Alarm_at_Fire_Origin_Alarm_Type,Status_of_Fire_On_Arrival,Property_Use_Cat,Response_Time,DAY(Fire_Under_Control_Time),DAY(Last_TFS_Unit_Clear_Time),DAY(TFS_Alarm_Time),DAY(TFS_Arrival_Time),MONTH(Fire_Under_Control_Time),MONTH(Last_TFS_Unit_Clear_Time),MONTH(TFS_Alarm_Time),MONTH(TFS_Arrival_Time),WEEKDAY(Fire_Under_Control_Time),WEEKDAY(Last_TFS_Unit_Clear_Time),WEEKDAY(TFS_Alarm_Time),WEEKDAY(TFS_Arrival_Time),YEAR(Fire_Under_Control_Time),YEAR(Last_TFS_Unit_Clear_Time),YEAR(TFS_Alarm_Time),YEAR(TFS_Arrival_Time)
7706,31,0,0,12,9,3,3,2,10,133,12.0,22,2,1,34,6,3,2,0,7.666666666666667,1,1,1,1,1,1,1,1,5,5,5,5,2011,2011,2011,2011
7690,11,0,0,0,1,0,1,0,69,121,16.0,10,3,17,125,4,1,1,0,7.366666666666666,1,1,1,1,1,1,1,1,5,5,5,5,2011,2011,2011,2011
2912,18,0,0,0,0,3,3,1,73,441,2.0,14,2,20,63,4,3,7,1,6.25,1,1,1,1,1,1,1,1,5,5,5,5,2011,2011,2011,2011
7716,15,0,0,0,0,4,2,3,12,442,11.0,14,2,2,149,6,4,2,1,5.15,1,1,1,1,1,1,1,1,5,5,5,5,2011,2011,2011,2011
2913,11,0,0,2,10,3,3,2,75,244,40.0,49,2,20,34,4,0,3,0,6.25,1,1,1,1,1,1,1,1,5,5,5,5,2011,2011,2011,2011
2924,31,0,0,0,0,6,2,3,23,415,2.0,12,3,2,123,6,4,1,0,3.45,1,1,1,1,1,1,1,1,5,5,5,5,2011,2011,2011,2011
2925,62,0,0,0,1,2,1,0,50,116,24.0,24,2,17,125,4,1,2,0,5.116666666666666,1,1,1,1,1,1,1,1,5,5,5,5,2011,2011,2011,2011
2926,51,0,0,0,1,4,3,3,45,114,23.0,10,2,13,34,7,3,3,0,5.5,2,2,2,2,1,1,1,1,6,6,6,6,2011,2011,2011,2011
9426,30,0,0,0,0,2,1,0,11,142,7.0,14,1,2,125,4,1,1,0,4.45,2,2,2,2,1,1,1,1,6,6,6,6,2011,2011,2011,2011
3368,4,1,0,0,9,6,3,1,65,421,11.0,4,4,20,34,4,3,7,0,8.85,3,3,3,3,1,1,1,1,0,0,0,0,2011,2011,2011,2011
2950,30,0,0,0,0,4,3,2,11,212,44.0,31,2,13,34,6,4,2,0,8.983333333333333,3,3,3,3,1,1,1,1,0,0,0,0,2011,2011,2011,2011
2665,11,0,0,3,0,3,3,2,69,345,18.0,31,2,19,165,4,0,2,0,4.433333333333334,4,4,4,4,1,1,1,1,1,1,1,1,2011,2011,2011,2011
9341,11,0,0,0,1,6,1,0,69,242,41.0,7,2,17,125,4,2,3,0,4.633333333333334,5,5,5,5,1,1,1,1,2,2,2,2,2011,2011,2011,2011
2876,22,0,0,0,0,3,3,1,1,313,28.0,15,2,5,165,8,0,5,0,4.25,6,6,6,6,1,1,1,1,3,3,3,3,2011,2011,2011,2011
9342,9,0,0,0,0,6,1,0,24,433,6.0,22,2,1,125,4,1,5,0,6.833333333333333,6,6,6,6,1,1,1,1,3,3,3,3,2011,2011,2011,2011
2877,11,0,0,0,0,6,2,0,57,234,43.0,10,2,13,169,4,1,2,1,6.383333333333334,6,6,6,6,1,1,1,1,3,3,3,3,2011,2011,2011,2011
2887,11,0,0,5,1,0,3,1,12,442,11.0,31,2,2,123,4,2,2,0,7.0,7,7,7,7,1,1,1,1,4,4,4,4,2011,2011,2011,2011
2885,65,0,0,0,1,3,3,1,32,233,37.0,41,2,6,34,4,1,2,0,5.483333333333333,7,7,7,7,1,1,1,1,4,4,4,4,2011,2011,2011,2011
2893,51,0,0,0,2,5,1,0,65,225,31.0,50,2,6,125,7,2,3,0,5.45,7,7,7,7,1,1,1,1,4,4,4,4,2011,2011,2011,2011
7704,63,0,0,0,0,0,1,0,65,421,11.0,45,2,6,125,8,4,2,0,3.783333333333333,7,7,7,7,1,1,1,1,4,4,4,4,2011,2011,2011,2011
7707,25,0,0,3,10,4,1,2,77,443,4.0,51,2,10,34,4,1,5,0,3.8333333333333335,8,8,8,8,1,1,1,1,5,5,5,5,2011,2011,2011,2011
2904,68,0,0,0,0,0,1,0,76,332,28.0,41,3,2,51,4,2,1,1,6.2,8,8,8,8,1,1,1,1,5,5,5,5,2011,2011,2011,2011
2903,31,0,0,0,0,3,3,1,75,115,33.0,32,0,19,34,8,1,7,0,6.166666666666667,8,8,8,8,1,1,1,1,5,5,5,5,2011,2011,2011,2011
7713,31,0,0,1,1,3,3,1,75,227,32.0,5,2,19,165,4,3,3,0,6.783333333333333,8,9,8,8,1,1,1,1,5,6,5,5,2011,2011,2011,2011
4698,11,0,0,0,0,3,3,2,57,341,17.0,18,2,20,34,4,0,3,0,6.116666666666666,9,9,9,9,1,1,1,1,6,6,6,6,2011,2011,2011,2011
2562,21,0,0,0,1,3,3,3,76,333,28.0,6,2,1,43,4,3,3,1,1.3166666666666667,9,9,9,9,1,1,1,1,6,6,6,6,2011,2011,2011,2011
7725,21,0,0,0,1,0,1,0,76,334,28.0,14,2,2,1,4,2,6,1,4.25,10,10,10,10,1,1,1,1,0,0,0,0,2011,2011,2011,2011
7726,11,0,0,10,8,0,1,0,69,415,2.0,22,2,9,124,6,3,2,0,5.783333333333333,10,10,10,10,1,1,1,1,0,0,0,0,2011,2011,2011,2011
7727,34,0,0,0,0,6,1,0,76,433,5.0,51,2,19,122,4,1,3,1,4.15,10,10,10,10,1,1,1,1,0,0,0,0,2011,2011,2011,2011
2860,11,0,0,0,0,4,3,1,57,411,7.0,10,2,13,150,5,3,2,1,4.85,11,11,11,11,1,1,1,1,1,1,1,1,2011,2011,2011,2011
2872,31,0,0,1,1,4,1,0,1,333,28.0,50,2,10,125,4,2,3,0,4.55,12,12,12,12,1,1,1,1,2,2,2,2,2011,2011,2011,2011
2875,31,0,0,4,1,3,3,1,75,143,10.0,50,2,19,34,4,0,3,0,3.3,12,12,12,12,1,1,1,1,2,2,2,2,2011,2011,2011,2011
2856,11,0,0,0,1,4,3,1,69,422,13.0,10,3,17,34,5,3,1,0,4.416666666666667,12,12,12,12,1,1,1,1,2,2,2,2,2011,2011,2011,2011
22,4,0,4,3,1,2,1,0,66,413,1.0,25,0,4,34,4,1,1,0,6.55,13,13,13,13,1,1,1,1,3,3,3,3,2011,2011,2011,2011
9344,66,0,0,0,0,5,1,0,75,325,28.0,45,2,6,125,4,1,2,0,4.466666666666667,14,14,14,14,1,1,1,1,4,4,4,4,2011,2011,2011,2011
2894,31,0,0,0,0,4,2,0,65,314,27.0,23,2,5,125,7,1,3,0,4.716666666666667,14,14,14,14,1,1,1,1,4,4,4,4,2011,2011,2011,2011
7705,62,0,0,1,1,0,1,0,65,332,20.0,4,2,5,125,4,1,2,0,4.933333333333334,14,14,14,14,1,1,1,1,4,4,4,4,2011,2011,2011,2011
149,31,0,1,1,1,5,1,0,75,343,21.0,49,2,2,125,6,1,2,0,5.3,14,14,14,14,1,1,1,1,4,4,4,4,2011,2011,2011,2011
2895,57,0,0,0,2,6,2,3,1,134,22.0,16,2,10,9,4,4,3,1,6.566666666666666,14,14,14,14,1,1,1,1,4,4,4,4,2011,2011,2011,2011
9345,45,0,0,0,1,5,1,0,46,423,18.0,38,2,6,201,4,2,2,1,3.95,14,14,14,14,1,1,1,1,4,4,4,4,2011,2011,2011,2011
2896,11,0,0,0,1,3,3,1,65,411,7.0,45,4,6,165,5,0,2,0,6.283333333333333,14,14,14,14,1,1,1,1,4,4,4,4,2011,2011,2011,2011
9346,30,0,0,0,0,2,1,0,11,313,27.0,18,2,10,125,4,3,2,0,5.283333333333333,15,15,15,15,1,1,1,1,5,5,5,5,2011,2011,2011,2011
9425,32,0,0,0,9,3,3,1,75,315,20.0,49,2,19,36,4,3,5,1,4.0,15,15,15,15,1,1,1,1,5,5,5,5,2011,2011,2011,2011
7715,11,0,0,4,8,4,1,0,12,342,17.0,32,2,2,34,4,1,3,0,4.733333333333333,15,15,15,15,1,1,1,1,5,5,5,5,2011,2011,2011,2011
2927,5,0,0,2,0,3,3,1,81,215,44.0,11,2,13,34,7,0,5,0,2.6,16,16,15,16,1,1,1,1,6,6,5,6,2011,2011,2011,2011
7717,66,0,0,0,1,2,1,0,75,313,27.0,45,2,19,125,4,3,7,0,4.266666666666667,16,16,16,16,1,1,1,1,6,6,6,6,2011,2011,2011,2011
2858,5,0,0,0,0,4,3,2,29,344,20.0,11,2,1,165,7,1,5,0,3.2,16,16,16,16,1,1,1,1,6,6,6,6,2011,2011,2011,2011
2859,25,0,0,3,8,4,0,0,45,212,42.0,45,2,5,34,10,1,5,0,6.55,16,16,16,16,1,1,1,1,6,6,6,6,2011,2011,2011,2011
4568,11,0,0,0,0,3,3,1,10,142,8.0,32,3,1,165,4,1,1,0,5.816666666666666,17,17,17,17,1,1,1,1,0,0,0,0,2011,2011,2011,2011
4569,62,0,0,0,0,0,1,0,66,426,14.0,14,3,2,152,4,2,1,1,5.583333333333333,17,17,17,17,1,1,1,1,0,0,0,0,2011,2011,2011,2011
3946,62,0,0,0,0,5,1,0,37,142,8.0,4,3,0,125,4,2,1,0,5.716666666666667,17,17,17,17,1,1,1,1,0,0,0,0,2011,2011,2011,2011
4032,11,0,0,2,0,3,3,2,69,415,2.0,10,3,17,34,4,1,1,0,6.316666666666666,17,17,17,17,1,1,1,1,0,0,0,0,2011,2011,2011,2011
7688,31,0,0,1,1,3,3,3,81,431,5.0,19,2,22,34,5,3,3,0,6.633333333333334,18,18,18,18,1,1,1,1,1,1,1,1,2011,2011,2011,2011
2879,11,0,0,0,1,4,2,0,69,241,39.0,10,3,5,125,6,4,1,0,7.0,18,18,18,18,1,1,1,1,1,1,1,1,2011,2011,2011,2011
2880,45,0,0,0,1,3,3,2,10,425,13.0,36,2,2,34,4,0,2,0,4.966666666666667,19,19,19,19,1,1,1,1,2,2,2,2,2011,2011,2011,2011
2884,21,0,0,2,7,4,3,1,22,215,44.0,51,2,10,34,4,4,5,0,9.366666666666667,19,19,19,19,1,1,1,1,2,2,2,2,2011,2011,2011,2011
2897,62,0,0,1,8,3,3,1,2,315,20.0,50,2,17,1,4,3,2,1,3.8333333333333335,19,19,19,19,1,1,1,1,2,2,2,2,2011,2011,2011,2011
9424,27,0,0,0,1,5,1,0,5,423,18.0,19,3,6,201,4,2,1,1,3.9833333333333334,19,19,19,19,1,1,1,1,2,2,2,2,2011,2011,2011,2011
2905,4,0,0,0,9,3,3,2,63,142,7.0,53,2,22,165,4,3,5,0,7.733333333333333,20,20,20,20,1,1,1,1,3,3,3,3,2011,2011,2011,2011
2951,72,0,0,0,1,6,3,3,1,426,14.0,22,2,1,1,7,1,2,1,3.433333333333333,20,20,20,20,1,1,1,1,3,3,3,3,2011,2011,2011,2011
2952,5,0,0,0,0,3,3,2,44,344,22.0,53,2,1,165,1,3,2,0,4.55,20,20,20,20,1,1,1,1,3,3,3,3,2011,2011,2011,2011
4716,72,0,0,0,1,3,3,2,53,212,42.0,41,2,7,4,4,0,2,0,6.716666666666667,20,20,20,20,1,1,1,1,3,3,3,3,2011,2011,2011,2011
2956,11,0,0,0,0,4,0,0,57,345,18.0,17,2,0,5,4,1,2,0,4.033333333333333,20,20,20,20,1,1,1,1,3,3,3,3,2011,2011,2011,2011
2957,4,0,0,0,1,0,1,0,12,225,36.0,14,2,2,34,4,2,2,0,7.266666666666667,21,21,21,21,1,1,1,1,4,4,4,4,2011,2011,2011,2011
7734,45,0,0,0,3,3,3,1,75,423,11.0,49,2,19,201,4,3,4,1,4.066666666666666,21,21,21,21,1,1,1,1,4,4,4,4,2011,2011,2011,2011
3896,41,0,0,0,1,0,1,0,65,435,6.0,40,1,5,161,4,2,1,1,7.166666666666667,21,21,21,21,1,1,1,1,4,4,4,4,2011,2011,2011,2011
7689,70,0,0,0,3,3,2,3,75,441,2.0,49,2,19,48,6,3,3,1,5.566666666666666,22,22,22,22,1,1,1,1,5,5,5,5,2011,2011,2011,2011
7702,34,0,0,12,1,5,1,0,15,142,8.0,49,2,2,125,4,2,2,0,7.766666666666667,22,22,22,22,1,1,1,1,5,5,5,5,2011,2011,2011,2011
2886,5,0,0,0,0,3,3,1,25,146,9.0,11,3,13,34,8,0,1,0,6.383333333333334,23,23,22,22,1,1,1,1,6,6,5,5,2011,2011,2011,2011
7703,70,0,0,997,3,6,2,3,75,321,26.0,49,2,19,34,6,3,6,0,3.816666666666667,23,23,23,23,1,1,1,1,6,6,6,6,2011,2011,2011,2011
2908,21,0,0,0,0,0,1,0,76,341,15.0,51,2,10,125,4,2,2,0,5.116666666666666,23,23,23,23,1,1,1,1,6,6,6,6,2011,2011,2011,2011
2909,25,0,0,0,1,3,3,1,32,232,37.0,45,2,6,34,7,3,3,0,4.733333333333333,23,23,23,23,1,1,1,1,6,6,6,6,2011,2011,2011,2011
2910,11,0,0,6,0,4,0,0,14,345,18.0,10,0,10,150,4,4,1,1,4.3,23,23,23,23,1,1,1,1,6,6,6,6,2011,2011,2011,2011
2911,11,0,0,0,0,3,3,3,57,422,11.0,31,4,6,166,4,0,1,0,3.7,23,23,23,23,1,1,1,1,6,6,6,6,2011,2011,2011,2011
7723,19,0,0,0,1,0,1,0,15,441,2.0,49,2,19,104,4,2,5,1,7.35,24,24,24,24,1,1,1,1,0,0,0,0,2011,2011,2011,2011
224,31,1,1,1,9,5,1,0,75,135,21.0,49,2,19,125,4,4,2,0,5.783333333333333,24,24,24,24,1,1,1,1,0,0,0,0,2011,2011,2011,2011
4696,31,0,0,0,0,4,0,0,23,426,14.0,14,4,1,4,7,2,1,0,4.25,24,24,24,24,1,1,1,1,0,0,0,0,2011,2011,2011,2011
2874,62,0,0,7,0,3,3,1,67,345,18.0,36,2,10,152,3,0,2,1,4.616666666666666,24,24,24,24,1,1,1,1,0,0,0,0,2011,2011,2011,2011
9303,62,0,0,2,1,4,3,2,75,323,29.0,49,2,19,1,4,0,3,1,5.9,25,25,25,25,1,1,1,1,1,1,1,1,2011,2011,2011,2011
4697,72,0,0,4,1,5,1,0,3,324,30.0,14,3,2,152,3,0,1,1,7.616666666666666,25,25,25,25,1,1,1,1,1,1,1,1,2011,2011,2011,2011
7714,52,0,0,0,8,0,1,0,53,211,42.0,26,2,7,111,4,2,2,1,6.65,26,26,26,26,1,1,1,1,2,2,2,2,2011,2011,2011,2011
2906,6,0,0,0,0,4,3,2,72,324,30.0,41,4,22,165,4,0,5,0,3.3,26,26,26,26,1,1,1,1,2,2,2,2,2011,2011,2011,2011
6948,11,0,0,2,1,3,3,1,69,234,43.0,10,2,10,34,4,0,3,0,3.6666666666666665,26,26,26,26,1,1,1,1,2,2,2,2,2011,2011,2011,2011
2907,5,0,0,25,2,6,2,3,29,441,2.0,32,0,1,95,4,3,7,1,5.6,26,26,26,26,1,1,1,1,2,2,2,2,2011,2011,2011,2011
2928,57,0,0,0,0,6,3,3,13,341,15.0,16,2,10,132,4,4,5,1,5.6,26,26,26,26,1,1,1,1,2,2,2,2,2011,2011,2011,2011
9343,57,0,0,0,2,3,3,2,50,223,36.0,32,2,2,125,4,3,2,0,6.4,27,27,27,27,1,1,1,1,3,3,3,3,2011,2011,2011,2011
2878,11,0,0,2,1,4,3,2,69,231,38.0,10,2,10,34,4,0,3,0,5.483333333333333,27,27,27,27,1,1,1,1,3,3,3,3,2011,2011,2011,2011
148,31,0,1,0,9,3,3,2,66,342,17.0,22,2,1,165,4,4,3,0,5.85,28,28,28,28,1,1,1,1,4,4,4,4,2011,2011,2011,2011
2808,26,0,0,2,0,4,2,3,3,145,9.0,21,4,1,10,4,3,1,1,5.016666666666667,28,28,28,28,1,1,1,1,4,4,4,4,2011,2011,2011,2011
2889,66,0,0,0,0,2,1,0,75,325,27.0,50,2,19,125,4,2,2,0,3.933333333333333,28,28,28,28,1,1,1,1,4,4,4,4,2011,2011,2011,2011
4570,11,0,0,0,1,4,3,1,69,222,35.0,10,3,17,34,5,3,1,0,6.3,29,29,29,29,1,1,1,1,5,5,5,5,2011,2011,2011,2011
7724,66,0,0,0,1,0,1,0,54,143,10.0,45,2,6,125,4,2,2,0,5.35,29,29,29,29,1,1,1,1,5,5,5,5,2011,2011,2011,2011
7733,66,0,0,0,0,2,1,0,75,325,28.0,45,2,19,125,5,2,2,0,3.55,30,30,30,30,1,1,1,1,6,6,6,6,2011,2011,2011,2011
4699,11,0,0,0,0,3,3,2,69,213,43.0,10,3,17,4,4,0,1,0,6.2,30,30,30,30,1,1,1,1,6,6,6,6,2011,2011,2011,2011
2932,11,0,0,0,0,4,2,0,69,324,30.0,27,2,7,9,4,2,2,1,3.533333333333333,30,30,30,30,1,1,1,1,6,6,6,6,2011,2011,2011,2011
2933,30,0,0,0,0,4,3,2,11,226,32.0,18,2,10,165,4,0,5,0,4.266666666666667,30,30,30,30,1,1,1,1,6,6,6,6,2011,2011,2011,2011
2934,11,0,0,0,0,4,0,0,57,123,34.0,31,3,20,125,6,4,1,0,7.666666666666667,30,31,30,30,1,1,1,1,6,0,6,6,2011,2011,2011,2011
3897,62,0,0,0,9,3,3,2,75,231,38.0,23,2,19,34,4,0,3,0,3.2666666666666666,31,31,31,31,1,1,1,1,0,0,0,0,2011,2011,2011,2011
2935,51,0,0,0,1,5,1,0,32,115,34.0,26,3,21,125,0,0,3,0,5.333333333333333,31,31,31,31,1,1,1,1,0,0,0,0,2011,2011,2011,2011
2936,11,0,0,3,0,3,3,2,69,421,11.0,41,3,4,34,4,3,1,0,8.4,31,31,31,31,1,1,1,1,0,0,0,0,2011,2011,2011,2011
2873,25,0,0,0,0,2,1,0,75,113,33.0,49,2,19,125,4,2,2,0,5.716666666666667,1,1,1,1,2,2,2,2,1,1,1,1,2011,2011,2011,2011
9428,66,0,0,0,0,2,1,0,65,145,10.0,45,2,6,212,4,2,2,1,4.15,1,1,1,1,2,2,2,2,1,1,1,1,2011,2011,2011,2011
4717,47,0,0,0,0,0,1,0,13,326,30.0,26,2,5,121,4,2,3,1,3.9833333333333334,1,1,1,1,2,2,2,2,1,1,1,1,2011,2011,2011,2011
2958,62,0,0,0,1,4,3,1,75,315,20.0,22,4,2,4,7,1,1,0,6.65,3,3,2,3,2,2,2,2,3,3,2,3,2011,2011,2011,2011
2959,7,0,0,0,0,4,1,0,32,426,14.0,21,2,10,161,4,1,0,1,4.483333333333333,3,3,3,3,2,2,2,2,3,3,3,3,2011,2011,2011,2011
7735,62,1,0,5,1,3,3,1,65,322,29.0,24,2,19,152,4,0,3,1,5.183333333333334,3,4,3,3,2,2,2,2,3,4,3,3,2011,2011,2011,2011
2960,31,0,0,4,8,3,3,2,65,142,8.0,50,4,6,4,4,1,3,0,7.0,3,4,3,3,2,2,2,2,3,4,3,3,2011,2011,2011,2011
4033,66,0,0,0,0,5,1,0,44,141,8.0,45,2,6,125,4,1,3,0,7.75,4,4,4,4,2,2,2,2,4,4,4,4,2011,2011,2011,2011
7736,52,0,0,25,1,0,1,0,55,423,11.0,44,2,13,105,4,1,5,1,6.533333333333333,4,5,4,4,2,2,2,2,4,5,4,4,2011,2011,2011,2011
7737,51,0,0,0,2,0,1,0,75,142,7.0,49,2,19,125,4,2,5,0,4.6,5,5,5,5,2,2,2,2,5,5,5,5,2011,2011,2011,2011
2961,52,0,0,0,0,4,1,0,55,143,8.0,11,2,13,93,4,3,1,1,6.75,5,5,5,5,2,2,2,2,5,5,5,5,2011,2011,2011,2011
2962,32,0,0,0,0,4,0,0,75,426,18.0,32,2,19,35,6,1,2,0,4.55,5,5,5,5,2,2,2,2,5,5,5,5,2011,2011,2011,2011
2937,18,0,0,0,0,6,2,0,76,112,23.0,49,4,19,125,6,3,2,0,5.716666666666667,5,5,5,5,2,2,2,2,5,5,5,5,2011,2011,2011,2011
7691,21,0,0,0,0,0,1,0,77,233,34.0,20,2,7,125,5,3,2,0,4.766666666666667,6,6,6,6,2,2,2,2,6,6,6,6,2011,2011,2011,2011
4042,63,0,0,0,0,5,1,0,40,322,26.0,5,4,0,125,4,2,1,0,5.3,6,6,6,6,2,2,2,2,6,6,6,6,2011,2011,2011,2011
7744,4,0,0,0,0,3,1,0,5,325,28.0,17,2,6,9,4,3,3,1,4.75,7,7,7,7,2,2,2,2,0,0,0,0,2011,2011,2011,2011
9433,66,0,0,0,0,5,1,0,65,331,19.0,45,2,6,125,4,1,2,0,4.233333333333333,7,7,7,7,2,2,2,2,0,0,0,0,2011,2011,2011,2011
2963,11,0,0,20,1,0,1,0,57,145,10.0,10,3,10,124,4,2,1,0,7.766666666666667,8,8,8,8,2,2,2,2,1,1,1,1,2011,2011,2011,2011
2938,22,0,0,997,1,6,2,0,52,313,30.0,15,2,2,165,7,0,5,0,4.983333333333333,8,8,8,8,2,2,2,2,1,1,1,1,2011,2011,2011,2011
9427,66,0,0,10,0,0,1,0,65,231,38.0,5,2,6,125,4,1,2,0,5.666666666666667,8,8,8,8,2,2,2,2,1,1,1,1,2011,2011,2011,2011
4377,11,0,0,0,1,2,0,0,69,423,14.0,10,4,17,125,4,0,1,0,5.016666666666667,8,8,8,8,2,2,2,2,1,1,1,1,2011,2011,2011,2011
2964,30,0,0,0,0,6,1,0,75,343,21.0,17,2,19,70,5,3,5,1,3.966666666666667,8,8,8,8,2,2,2,2,1,1,1,1,2011,2011,2011,2011
7745,11,0,0,997,5,6,0,0,57,226,31.0,49,2,21,165,4,0,3,0,3.75,9,9,9,9,2,2,2,2,2,2,2,2,2011,2011,2011,2011
2666,11,0,0,0,0,3,3,2,69,435,6.0,17,3,22,34,5,0,1,0,3.9833333333333334,9,9,9,9,2,2,2,2,2,2,2,2,2011,2011,2011,2011
9434,66,0,0,0,1,5,1,0,65,333,28.0,45,1,6,125,4,2,2,0,2.6,9,9,9,9,2,2,2,2,2,2,2,2,2011,2011,2011,2011
2965,64,0,0,1,0,3,3,1,67,433,6.0,33,2,13,153,4,3,3,1,2.25,9,9,9,9,2,2,2,2,2,2,2,2,2011,2011,2011,2011
2966,11,0,0,0,1,6,0,0,69,445,5.0,10,0,10,125,4,1,1,0,4.466666666666667,9,9,9,9,2,2,2,2,2,2,2,2,2011,2011,2011,2011
2939,5,0,0,0,0,3,3,1,81,315,19.0,11,2,13,4,8,0,3,0,7.816666666666666,10,10,10,10,2,2,2,2,3,3,3,3,2011,2011,2011,2011
7746,31,0,0,0,1,5,1,0,49,142,7.0,14,4,2,125,4,0,1,0,5.283333333333333,10,10,10,10,2,2,2,2,3,3,3,3,2011,2011,2011,2011
2967,11,0,0,6,1,4,3,2,69,245,40.0,10,2,17,34,0,0,2,0,5.916666666666667,10,10,10,10,2,2,2,2,3,3,3,3,2011,2011,2011,2011
2968,11,0,0,0,1,0,3,2,69,415,2.0,22,3,17,34,4,0,1,0,4.616666666666666,10,10,10,10,2,2,2,2,3,3,3,3,2011,2011,2011,2011
2940,25,0,0,0,3,3,3,1,75,121,23.0,49,2,19,36,4,3,3,1,5.7,10,11,10,10,2,2,2,2,3,4,3,3,2011,2011,2011,2011
2969,11,1,0,5,9,3,3,2,48,227,32.0,49,2,17,34,5,3,5,0,3.4166666666666665,11,11,11,11,2,2,2,2,4,4,4,4,2011,2011,2011,2011
3037,72,0,0,0,1,4,0,0,2,313,27.0,23,3,17,125,7,2,1,0,6.533333333333333,11,11,11,11,2,2,2,2,4,4,4,4,2011,2011,2011,2011
225,62,1,1,4,10,5,1,0,75,243,38.0,49,2,19,125,4,1,5,0,5.35,12,12,12,12,2,2,2,2,5,5,5,5,2011,2011,2011,2011
2941,30,0,0,0,1,6,2,3,65,121,23.0,5,3,6,165,4,0,1,0,6.916666666666667,12,12,12,12,2,2,2,2,5,5,5,5,2011,2011,2011,2011
2970,11,0,0,4,1,0,1,0,69,112,10.0,10,3,5,125,4,2,1,0,3.6666666666666665,12,12,12,12,2,2,2,2,5,5,5,5,2011,2011,2011,2011
2971,15,0,0,0,0,4,2,3,75,243,41.0,49,3,2,149,4,4,1,1,5.7,13,13,13,13,2,2,2,2,6,6,6,6,2011,2011,2011,2011
2972,30,0,0,0,0,4,1,0,11,322,29.0,36,2,7,149,4,2,2,1,3.8666666666666667,13,13,13,13,2,2,2,2,6,6,6,6,2011,2011,2011,2011
2973,7,0,0,8,1,4,3,1,23,435,6.0,22,2,2,123,4,0,2,0,3.85,13,14,13,13,2,2,2,2,6,0,6,6,2011,2011,2011,2011
2974,11,0,0,0,0,4,2,3,69,423,14.0,10,3,13,23,7,4,1,1,4.633333333333334,13,13,13,13,2,2,2,2,6,6,6,6,2011,2011,2011,2011
2975,11,0,0,3,0,4,3,1,69,421,11.0,10,2,17,34,6,4,3,0,3.816666666666667,14,14,14,14,2,2,2,2,0,0,0,0,2011,2011,2011,2011
9435,36,0,0,0,0,0,1,0,13,315,20.0,31,3,10,142,4,1,2,1,3.783333333333333,14,14,14,14,2,2,2,2,0,0,0,0,2011,2011,2011,2011
2976,52,0,0,6,0,6,2,3,49,435,6.0,21,3,2,96,7,3,1,1,8.283333333333333,14,14,14,14,2,2,2,2,0,0,0,0,2011,2011,2011,2011
2977,52,0,0,0,0,4,2,3,75,142,8.0,41,3,9,131,6,4,2,1,5.633333333333334,14,14,14,14,2,2,2,2,0,0,0,0,2011,2011,2011,2011
2978,11,0,0,1,1,6,3,1,57,223,36.0,7,2,17,34,3,0,3,0,6.05,14,14,14,14,2,2,2,2,0,0,0,0,2011,2011,2011,2011
2979,4,0,0,2,1,3,3,1,1,331,19.0,32,2,10,34,5,3,2,0,2.9166666666666665,14,14,14,14,2,2,2,2,0,0,0,0,2011,2011,2011,2011
9436,62,0,0,0,0,0,1,0,65,143,10.0,50,2,5,124,4,1,2,0,7.166666666666667,15,15,15,15,2,2,2,2,1,1,1,1,2011,2011,2011,2011
2980,31,0,0,4,1,3,3,2,75,411,7.0,50,2,20,165,4,0,2,0,8.05,15,15,15,15,2,2,2,2,1,1,1,1,2011,2011,2011,2011
2981,51,0,0,0,9,4,0,0,65,334,28.0,31,2,6,125,7,1,5,0,5.316666666666666,15,15,15,15,2,2,2,2,1,1,1,1,2011,2011,2011,2011
2985,70,0,0,0,0,4,0,0,50,312,20.0,45,2,1,204,7,4,2,1,5.15,15,15,15,15,2,2,2,2,1,1,1,1,2011,2011,2011,2011
7747,42,0,0,0,0,4,2,0,12,324,30.0,18,3,10,206,4,3,1,1,5.316666666666666,15,15,15,15,2,2,2,2,1,1,1,1,2011,2011,2011,2011
226,62,1,1,997,8,3,3,1,75,442,11.0,49,2,20,5,4,0,3,0,5.633333333333334,15,15,15,15,2,2,2,2,1,1,1,1,2011,2011,2011,2011
3043,2,0,0,0,0,4,2,3,13,134,25.0,21,3,10,34,4,4,1,0,11.216666666666667,15,15,15,15,2,2,2,2,1,1,1,1,2011,2011,2011,2011
7753,11,0,0,2,9,4,1,0,69,426,14.0,10,2,17,125,0,0,2,0,1.6833333333333333,15,15,15,15,2,2,2,2,1,1,1,1,2011,2011,2011,2011
9,27,1,10,200,10,5,1,0,15,322,29.0,14,2,2,125,4,2,2,0,4.7,16,16,15,15,2,2,2,2,2,2,1,1,2011,2011,2011,2011
