index,Area_of_Origin,Civilian_Casualties,Count_of_Persons_Rescued,Estimated_Number_Of_Persons_Displaced,Extent_Of_Fire,Fire_Alarm_System_Impact_on_Evacuation,Fire_Alarm_System_Operation,Fire_Alarm_System_Presence,Ignition_Source,Incident_Station_Area,Incident_Ward,Material_First_Ignited,Method_Of_Fire_Control,Possible_Cause,Property_Use,Smoke_Alarm_at_Fire_Origin_Alarm_Failure,Smoke_Alarm_at_Fire_Origin_Alarm_Type,Status_of_Fire_On_Arrival,Property_Use_Cat,Response_Time,DAY(Fire_Under_Control_Time),DAY(Last_TFS_Unit_Clear_Time),DAY(TFS_Alarm_Time),DAY(TFS_Arrival_Time),MONTH(Fire_Under_Control_Time),MONTH(Last_TFS_Unit_Clear_Time),MONTH(TFS_Alarm_Time),MONTH(TFS_Arrival_Time),WEEKDAY(Fire_Under_Control_Time),WEEKDAY(Last_TFS_Unit_Clear_Time),WEEKDAY(TFS_Alarm_Time),WEEKDAY(TFS_Arrival_Time),YEAR(Fire_Under_Control_Time),YEAR(Last_TFS_Unit_Clear_Time),YEAR(TFS_Alarm_Time),YEAR(TFS_Arrival_Time)
10088,36,0,0,0,9,3,3,1,75,234,44.0,49,2,20,121,4,3,3,1,5.283333333333333,12,12,12,12,5,5,5,5,0,0,0,0,2014,2014,2014,2014
7570,31,0,0,0,0,2,1,0,24,313,27.0,25,2,22,34,4,1,2,0,2.9,13,13,13,13,5,5,5,5,1,1,1,1,2014,2014,2014,2014
5026,34,0,0,0,0,6,0,0,41,232,37.0,22,2,2,205,6,1,3,1,4.716666666666667,14,14,14,14,5,5,5,5,2,2,2,2,2014,2014,2014,2014
5328,11,0,0,0,1,3,3,1,69,232,38.0,7,3,17,34,4,4,1,0,4.55,14,14,14,14,5,5,5,5,2,2,2,2,2014,2014,2014,2014
5027,66,0,0,0,0,0,3,2,44,333,30.0,45,2,19,146,4,4,4,1,4.933333333333334,14,14,14,14,5,5,5,5,2,2,2,2,2014,2014,2014,2014
10103,57,0,0,4,2,4,1,0,38,413,1.0,16,2,8,4,4,0,3,0,6.416666666666667,14,14,14,14,5,5,5,5,2,2,2,2,2014,2014,2014,2014
2918,52,0,0,0,0,2,1,0,55,442,11.0,5,3,10,98,4,2,1,1,6.266666666666667,15,15,15,15,5,5,5,5,3,3,3,3,2014,2014,2014,2014
7571,72,0,0,3,1,4,3,1,12,242,41.0,14,2,2,165,0,0,2,0,8.666666666666666,15,15,15,15,5,5,5,5,3,3,3,3,2014,2014,2014,2014
6929,11,1,0,2,0,4,0,0,57,314,27.0,27,4,7,149,5,3,1,1,2.7333333333333334,15,15,15,15,5,5,5,5,3,3,3,3,2014,2014,2014,2014
2570,36,0,0,0,0,4,0,0,57,114,23.0,41,3,9,32,7,2,1,1,4.333333333333333,15,15,15,15,5,5,5,5,3,3,3,3,2014,2014,2014,2014
10146,11,1,0,1,1,0,1,0,69,432,3.0,7,2,17,125,4,0,2,0,7.933333333333334,16,16,16,16,5,5,5,5,4,4,4,4,2014,2014,2014,2014
7586,11,1,0,3,1,3,3,2,69,143,10.0,10,3,17,38,4,4,1,1,6.15,16,16,16,16,5,5,5,5,4,4,4,4,2014,2014,2014,2014
5043,11,0,0,3,0,6,2,0,14,415,2.0,10,2,13,149,4,4,2,1,4.8,16,16,16,16,5,5,5,5,4,4,4,4,2014,2014,2014,2014
2771,11,0,0,0,0,5,1,0,57,332,20.0,10,2,17,125,4,1,2,0,3.2333333333333334,16,16,16,16,5,5,5,5,4,4,4,4,2014,2014,2014,2014
2772,62,0,0,0,0,6,0,0,65,431,5.0,24,2,10,125,6,0,2,0,6.05,17,17,17,17,5,5,5,5,5,5,5,5,2014,2014,2014,2014
8577,11,0,0,0,1,6,1,0,69,442,11.0,10,3,17,125,4,2,1,0,5.566666666666666,17,17,17,17,5,5,5,5,5,5,5,5,2014,2014,2014,2014
2773,62,0,0,1,1,5,1,0,39,325,28.0,45,3,5,152,0,0,1,1,3.8833333333333333,17,17,17,17,5,5,5,5,5,5,5,5,2014,2014,2014,2014
10881,66,0,0,0,0,5,1,0,75,344,20.0,45,2,6,125,4,2,3,0,3.5,17,17,17,17,5,5,5,5,5,5,5,5,2014,2014,2014,2014
7596,11,1,0,3,1,6,0,0,69,211,42.0,10,3,10,125,4,1,1,0,6.05,18,18,18,18,5,5,5,5,6,6,6,6,2014,2014,2014,2014
2916,11,0,0,0,0,6,1,0,57,442,11.0,31,0,17,125,6,0,1,0,3.1,18,18,18,18,5,5,5,5,6,6,6,6,2014,2014,2014,2014
5046,11,0,0,1,1,5,1,0,69,231,38.0,10,0,17,125,4,2,1,0,2.95,18,18,18,18,5,5,5,5,6,6,6,6,2014,2014,2014,2014
2439,51,0,0,0,0,3,1,0,75,234,36.0,36,2,19,125,4,4,5,0,6.65,18,18,18,18,5,5,5,5,6,6,6,6,2014,2014,2014,2014
5363,11,0,0,1,1,3,3,1,69,135,16.0,41,3,10,34,4,4,1,0,3.7,19,19,19,19,5,5,5,5,0,0,0,0,2014,2014,2014,2014
5058,32,0,0,1,0,3,3,2,27,323,30.0,49,2,5,4,4,1,5,0,4.75,19,19,19,19,5,5,5,5,0,0,0,0,2014,2014,2014,2014
5059,59,0,0,2,1,4,0,3,75,244,40.0,49,1,19,27,6,4,1,1,6.083333333333333,19,20,19,19,5,5,5,5,0,1,0,0,2014,2014,2014,2014
7607,22,0,0,0,2,3,3,1,27,413,1.0,49,3,6,165,8,0,1,0,5.033333333333333,19,20,19,19,5,5,5,5,0,1,0,0,2014,2014,2014,2014
7608,30,0,0,0,0,3,3,1,69,441,2.0,23,2,5,34,4,0,3,0,6.3,20,20,20,20,5,5,5,5,1,1,1,1,2014,2014,2014,2014
7609,11,0,0,0,0,3,3,1,69,341,15.0,10,2,5,34,5,3,3,0,4.3,20,20,20,20,5,5,5,5,1,1,1,1,2014,2014,2014,2014
5060,11,0,0,4,1,3,3,0,47,311,27.0,31,4,2,34,4,2,1,0,6.2,20,20,20,20,5,5,5,5,1,1,1,1,2014,2014,2014,2014
7640,34,0,0,0,1,6,1,0,75,333,27.0,49,2,2,144,4,2,3,1,4.35,20,20,20,20,5,5,5,5,1,1,1,1,2014,2014,2014,2014
7610,51,0,0,0,0,4,0,0,27,441,4.0,23,2,9,125,7,2,2,0,5.783333333333333,20,20,20,20,5,5,5,5,1,1,1,1,2014,2014,2014,2014
2774,11,0,0,2,8,5,1,0,69,146,12.0,10,4,17,125,4,1,1,0,5.033333333333333,20,20,20,20,5,5,5,5,1,1,1,1,2014,2014,2014,2014
7617,11,0,0,3,1,4,3,2,69,413,1.0,10,2,17,4,4,0,2,0,8.116666666666667,21,21,21,21,5,5,5,5,2,2,2,2,2014,2014,2014,2014
5063,3,0,0,0,2,2,1,0,75,134,16.0,22,2,20,5,4,3,5,0,4.316666666666666,21,21,21,21,5,5,5,5,2,2,2,2,2014,2014,2014,2014
5064,25,0,0,0,0,4,3,2,75,215,44.0,22,2,10,34,7,3,5,0,7.4,22,22,21,22,5,5,5,5,3,3,2,3,2014,2014,2014,2014
7618,66,0,0,0,0,6,0,0,75,226,31.0,45,2,9,1,6,1,2,1,7.35,22,22,22,22,5,5,5,5,3,3,3,3,2014,2014,2014,2014
5065,51,0,0,0,8,3,3,1,75,413,1.0,49,2,19,34,4,3,4,0,4.85,22,23,22,22,5,5,5,5,3,4,3,3,2014,2014,2014,2014
10957,11,0,0,0,0,0,1,0,69,134,16.0,26,3,10,34,4,2,1,0,3.183333333333333,23,23,23,23,5,5,5,5,4,4,4,4,2014,2014,2014,2014
5982,11,0,0,0,1,3,3,2,69,225,35.0,10,3,5,165,4,0,1,0,3.7,23,23,23,23,5,5,5,5,4,4,4,4,2014,2014,2014,2014
3677,66,0,0,0,0,5,1,0,65,226,31.0,45,1,6,125,7,2,1,0,2.466666666666667,23,23,23,23,5,5,5,5,4,4,4,4,2014,2014,2014,2014
7627,11,0,0,0,1,2,1,0,69,426,14.0,10,3,17,125,6,0,1,0,3.033333333333333,23,23,23,23,5,5,5,5,4,4,4,4,2014,2014,2014,2014
10886,19,0,0,0,1,3,1,0,49,411,7.0,14,2,2,88,4,2,7,1,4.4,24,24,24,24,5,5,5,5,5,5,5,5,2014,2014,2014,2014
317,4,1,1,8,10,3,3,1,15,426,14.0,22,2,2,34,4,0,3,0,3.7666666666666666,24,24,24,24,5,5,5,5,5,5,5,5,2014,2014,2014,2014
10181,31,0,0,4,1,0,1,0,66,113,24.0,50,3,22,125,1,1,1,0,6.033333333333333,24,24,24,24,5,5,5,5,5,5,5,5,2014,2014,2014,2014
8938,66,0,0,0,1,0,1,0,65,312,27.0,45,2,6,125,4,3,3,0,2.15,24,24,24,24,5,5,5,5,5,5,5,5,2014,2014,2014,2014
6531,67,0,0,0,0,6,2,3,75,226,31.0,49,2,19,125,4,3,6,0,6.983333333333333,25,25,25,25,5,5,5,5,6,6,6,6,2014,2014,2014,2014
5083,11,1,0,1,1,0,1,0,69,421,11.0,10,2,10,125,1,1,2,0,5.066666666666666,25,25,25,25,5,5,5,5,6,6,6,6,2014,2014,2014,2014
5084,25,0,0,0,3,3,3,2,75,342,17.0,45,2,19,48,4,3,6,1,4.55,25,25,25,25,5,5,5,5,6,6,6,6,2014,2014,2014,2014
6101,66,0,0,0,0,3,3,2,75,411,7.0,45,2,19,47,4,3,3,1,5.0,25,25,25,25,5,5,5,5,6,6,6,6,2014,2014,2014,2014
6532,48,0,0,0,0,3,3,2,45,214,44.0,10,2,13,34,4,3,2,0,6.0,25,25,25,25,5,5,5,5,6,6,6,6,2014,2014,2014,2014
5085,25,0,0,0,7,6,2,3,65,211,42.0,20,2,5,34,4,4,0,0,4.933333333333334,25,25,25,25,5,5,5,5,6,6,6,6,2014,2014,2014,2014
10254,70,0,0,0,10,3,0,0,75,314,27.0,49,2,19,150,6,4,5,1,2.95,25,25,25,25,5,5,5,5,6,6,6,6,2014,2014,2014,2014
8939,57,0,0,0,0,5,1,0,54,142,8.0,53,3,5,125,4,1,2,0,4.716666666666667,26,26,26,26,5,5,5,5,0,0,0,0,2014,2014,2014,2014
7638,36,0,0,0,0,0,1,0,46,134,22.0,31,3,2,51,4,2,1,1,5.216666666666667,26,26,26,26,5,5,5,5,0,0,0,0,2014,2014,2014,2014
5086,11,0,0,0,0,4,2,0,14,113,33.0,31,2,2,150,4,4,3,1,4.466666666666667,26,26,26,26,5,5,5,5,0,0,0,0,2014,2014,2014,2014
5087,52,0,0,0,0,4,0,0,47,412,1.0,16,2,1,110,8,1,2,1,7.216666666666667,26,26,26,26,5,5,5,5,0,0,0,0,2014,2014,2014,2014
10255,18,0,0,0,1,4,0,0,73,424,13.0,14,2,1,63,5,3,5,1,3.816666666666667,26,26,26,26,5,5,5,5,0,0,0,0,2014,2014,2014,2014
7644,11,0,0,0,0,4,1,0,60,113,24.0,32,2,13,149,4,1,2,1,5.166666666666667,26,26,26,26,5,5,5,5,0,0,0,0,2014,2014,2014,2014
7645,51,0,0,0,0,4,0,0,65,224,31.0,50,3,6,125,4,3,1,0,2.8666666666666667,26,26,26,26,5,5,5,5,0,0,0,0,2014,2014,2014,2014
10262,22,0,0,0,7,4,0,0,75,423,14.0,15,2,20,165,7,2,6,0,3.0833333333333335,26,26,26,26,5,5,5,5,0,0,0,0,2014,2014,2014,2014
8580,11,0,0,0,8,5,1,0,69,443,4.0,49,2,19,1,6,4,2,1,4.483333333333333,27,27,27,27,5,5,5,5,1,1,1,1,2014,2014,2014,2014
5986,22,0,0,0,0,4,3,2,12,435,6.0,41,3,2,1,4,3,1,1,5.783333333333333,27,27,27,27,5,5,5,5,1,1,1,1,2014,2014,2014,2014
7656,66,0,0,0,0,2,1,0,75,426,14.0,45,2,19,125,4,2,2,0,4.483333333333333,27,27,27,27,5,5,5,5,1,1,1,1,2014,2014,2014,2014
5109,30,0,0,0,0,0,1,0,1,323,30.0,19,2,1,165,4,1,2,0,4.85,27,27,27,27,5,5,5,5,1,1,1,1,2014,2014,2014,2014
7657,22,0,0,0,0,3,2,3,10,435,6.0,14,3,2,1,5,3,1,1,4.716666666666667,28,28,28,28,5,5,5,5,2,2,2,2,2014,2014,2014,2014
5098,21,0,0,0,2,6,2,3,77,121,23.0,51,2,7,34,4,3,6,0,5.683333333333334,28,28,28,28,5,5,5,5,2,2,2,2,2014,2014,2014,2014
5110,30,0,0,2,0,6,3,1,11,342,17.0,36,2,13,37,4,0,3,1,4.066666666666666,28,28,28,28,5,5,5,5,2,2,2,2,2014,2014,2014,2014
10186,11,0,0,3,1,6,1,0,69,243,38.0,22,2,17,125,4,1,2,0,6.8,28,28,28,28,5,5,5,5,2,2,2,2,2014,2014,2014,2014
11143,11,0,0,0,1,5,1,0,69,413,1.0,10,3,17,125,6,4,1,0,3.4,28,28,28,28,5,5,5,5,2,2,2,2,2014,2014,2014,2014
10887,66,0,0,0,0,5,1,0,65,426,18.0,45,3,6,125,4,2,1,0,4.35,28,28,28,28,5,5,5,5,2,2,2,2,2014,2014,2014,2014
5115,4,0,0,0,0,2,1,0,75,345,19.0,45,2,19,47,4,1,5,1,6.216666666666667,29,29,29,29,5,5,5,5,3,3,3,3,2014,2014,2014,2014
3034,62,0,0,0,0,6,2,0,65,325,28.0,24,3,5,5,4,1,1,0,3.9166666666666665,29,29,29,29,5,5,5,5,3,3,3,3,2014,2014,2014,2014
10187,21,0,0,0,0,0,1,0,76,312,27.0,51,2,2,125,4,1,3,0,4.9,29,29,29,29,5,5,5,5,3,3,3,3,2014,2014,2014,2014
7666,57,0,0,0,2,4,2,0,46,141,8.0,16,2,10,164,8,3,5,1,5.45,29,29,29,29,5,5,5,5,3,3,3,3,2014,2014,2014,2014
3955,63,0,0,500,0,0,1,0,75,132,15.0,49,3,19,156,4,2,1,1,3.816666666666667,29,29,29,29,5,5,5,5,3,3,3,3,2014,2014,2014,2014
7667,30,0,0,1,0,3,3,1,11,114,23.0,36,2,13,34,4,0,2,0,5.65,29,29,29,29,5,5,5,5,3,3,3,3,2014,2014,2014,2014
5116,66,0,0,0,7,4,3,3,75,311,27.0,45,2,19,34,4,2,3,0,6.166666666666667,30,30,30,30,5,5,5,5,4,4,4,4,2014,2014,2014,2014
6125,67,0,0,0,0,3,3,2,32,411,7.0,45,2,1,215,4,3,3,1,3.3333333333333335,30,30,30,30,5,5,5,5,4,4,4,4,2014,2014,2014,2014
2783,51,0,0,0,0,4,0,0,65,415,2.0,23,0,5,125,8,1,1,0,8.083333333333334,30,30,30,30,5,5,5,5,4,4,4,4,2014,2014,2014,2014
5117,72,0,0,6,10,5,2,0,54,233,34.0,21,3,22,34,7,0,1,0,4.75,30,30,30,30,5,5,5,5,4,4,4,4,2014,2014,2014,2014
11144,66,0,0,0,0,6,1,0,75,334,20.0,40,2,6,125,4,4,3,0,5.7,30,30,30,30,5,5,5,5,4,4,4,4,2014,2014,2014,2014
10188,62,0,0,12,0,0,1,0,75,331,19.0,24,3,5,142,4,2,1,1,1.9333333333333333,30,30,30,30,5,5,5,5,4,4,4,4,2014,2014,2014,2014
6126,63,0,0,0,0,6,2,3,65,344,20.0,45,3,6,9,4,3,1,1,5.75,31,31,31,31,5,5,5,5,5,5,5,5,2014,2014,2014,2014
5119,51,0,0,0,1,3,3,2,65,423,13.0,41,2,6,34,8,2,3,0,4.5,31,31,31,31,5,5,5,5,5,5,5,5,2014,2014,2014,2014
6536,67,0,0,0,0,4,0,0,75,143,10.0,6,2,19,125,7,2,5,0,4.2,31,31,31,31,5,5,5,5,5,5,5,5,2014,2014,2014,2014
5120,11,0,0,4,1,0,1,0,69,441,4.0,7,2,17,125,4,1,2,0,3.6333333333333333,31,31,31,31,5,5,5,5,5,5,5,5,2014,2014,2014,2014
10888,11,0,0,0,1,0,1,0,69,213,42.0,10,4,10,125,4,1,1,0,5.266666666666667,31,31,31,31,5,5,5,5,5,5,5,5,2014,2014,2014,2014
11145,63,0,0,0,0,5,1,0,75,221,37.0,49,3,19,125,4,2,1,0,6.316666666666666,31,31,31,31,5,5,5,5,5,5,5,5,2014,2014,2014,2014
7710,53,0,0,0,1,3,3,2,65,142,7.0,40,2,5,205,4,3,2,1,1.95,1,1,1,1,6,6,6,6,6,6,6,6,2014,2014,2014,2014
6129,21,0,0,0,0,3,3,2,75,432,5.0,49,2,7,16,4,4,3,1,3.8333333333333335,1,1,1,1,6,6,6,6,6,6,6,6,2014,2014,2014,2014
7711,72,0,0,2,1,4,1,0,10,431,5.0,22,2,2,4,4,1,2,0,6.333333333333333,1,1,1,1,6,6,6,6,6,6,6,6,2014,2014,2014,2014
7229,62,0,0,1,9,5,1,0,65,146,7.0,24,2,5,125,4,0,5,0,4.283333333333333,1,2,1,1,6,6,6,6,6,0,6,6,2014,2014,2014,2014
5129,44,0,0,1,10,4,1,0,75,341,15.0,27,2,3,34,4,0,7,0,4.3,2,2,2,2,6,6,6,6,0,0,0,0,2014,2014,2014,2014
7718,67,0,0,0,1,4,3,1,13,412,1.0,45,2,10,131,7,4,3,1,6.0,3,3,3,3,6,6,6,6,1,1,1,1,2014,2014,2014,2014
6539,11,0,0,0,0,3,3,2,57,421,11.0,31,3,17,4,4,4,1,0,4.533333333333333,3,3,3,3,6,6,6,6,1,1,1,1,2014,2014,2014,2014
10891,25,0,0,0,0,4,0,0,64,333,28.0,22,2,1,51,7,2,2,1,6.216666666666667,4,4,4,4,6,6,6,6,2,2,2,2,2014,2014,2014,2014
10198,52,0,0,0,1,0,1,0,53,333,30.0,44,2,1,109,4,2,3,1,5.566666666666666,4,4,4,4,6,6,6,6,2,2,2,2,2014,2014,2014,2014
10199,66,1,0,0,0,2,1,0,75,245,37.0,45,2,19,125,4,1,3,0,4.4,4,4,4,4,6,6,6,6,2,2,2,2,2014,2014,2014,2014
11154,11,0,0,0,0,0,1,0,57,332,28.0,10,2,13,51,4,2,2,1,4.65,5,5,5,5,6,6,6,6,3,3,3,3,2014,2014,2014,2014
7731,57,0,0,2,0,3,3,1,32,313,27.0,53,2,22,4,8,0,3,0,5.033333333333333,5,5,5,5,6,6,6,6,3,3,3,3,2014,2014,2014,2014
5371,51,0,0,0,0,4,0,0,65,426,14.0,50,3,5,125,8,1,1,0,3.683333333333333,6,6,6,6,6,6,6,6,4,4,4,4,2014,2014,2014,2014
5135,4,0,0,2,1,3,3,2,75,341,15.0,50,2,19,34,4,3,3,0,6.4,6,6,6,6,6,6,6,6,4,4,4,4,2014,2014,2014,2014
7748,67,0,0,0,1,4,3,1,75,142,7.0,53,2,20,98,8,3,5,1,4.266666666666667,6,6,6,6,6,6,6,6,4,4,4,4,2014,2014,2014,2014
10895,11,0,0,2,1,0,1,0,69,141,8.0,10,3,17,125,4,0,1,0,3.6666666666666665,6,6,6,6,6,6,6,6,4,4,4,4,2014,2014,2014,2014
7749,66,0,0,0,0,5,1,0,75,145,15.0,24,0,19,125,7,2,1,0,5.5,7,7,7,7,6,6,6,6,5,5,5,5,2014,2014,2014,2014
5136,66,0,0,0,1,4,0,0,75,411,7.0,45,2,19,215,4,3,3,1,6.6,7,7,7,7,6,6,6,6,5,5,5,5,2014,2014,2014,2014
2583,44,0,0,0,7,3,3,3,56,311,22.0,53,2,10,165,4,3,0,0,5.616666666666666,7,7,7,7,6,6,6,6,5,5,5,5,2014,2014,2014,2014
5974,11,0,0,0,0,6,3,2,69,242,41.0,10,0,17,34,4,1,1,0,6.466666666666667,7,7,7,7,6,6,6,6,5,5,5,5,2014,2014,2014,2014
4515,11,0,0,2,1,4,3,2,60,342,17.0,14,0,13,165,4,0,1,0,5.616666666666666,7,7,7,7,6,6,6,6,5,5,5,5,2014,2014,2014,2014
10397,62,0,0,8,9,0,1,0,39,421,12.0,49,2,0,1,4,2,3,1,5.516666666666667,7,7,7,7,6,6,6,6,5,5,5,5,2014,2014,2014,2014
10398,52,0,0,0,0,0,1,0,55,245,40.0,49,2,19,116,4,3,2,1,3.35,7,7,7,7,6,6,6,6,5,5,5,5,2014,2014,2014,2014
10319,51,0,0,0,0,4,1,0,75,315,19.0,19,2,19,1,4,3,3,1,3.2333333333333334,7,7,7,7,6,6,6,6,5,5,5,5,2014,2014,2014,2014
6818,11,0,0,0,1,0,1,0,69,426,14.0,10,3,17,125,4,2,1,0,3.4,8,8,8,8,6,6,6,6,6,6,6,6,2014,2014,2014,2014
5099,62,0,0,1,1,6,0,3,65,345,18.0,22,2,6,34,3,0,2,0,3.15,8,8,8,8,6,6,6,6,6,6,6,6,2014,2014,2014,2014
2799,11,0,0,0,0,6,0,0,57,415,2.0,10,3,10,125,4,0,1,0,7.166666666666667,8,8,8,8,6,6,6,6,6,6,6,6,2014,2014,2014,2014
5140,25,0,0,8,7,3,3,2,75,415,2.0,49,2,2,36,4,3,6,1,4.766666666666667,9,9,9,9,6,6,6,6,0,0,0,0,2014,2014,2014,2014
7,11,1,11,40,1,3,3,1,69,342,17.0,10,2,17,125,6,0,2,0,4.1,9,9,9,9,6,6,6,6,0,0,0,0,2014,2014,2014,2014
2922,62,1,0,0,0,3,3,2,48,111,24.0,31,3,9,34,7,0,1,0,5.7,9,9,9,9,6,6,6,6,0,0,0,0,2014,2014,2014,2014
7761,11,0,0,5,1,4,0,0,69,413,1.0,49,2,17,125,6,3,1,0,4.366666666666666,9,9,9,9,6,6,6,6,0,0,0,0,2014,2014,2014,2014
5145,11,0,0,4,9,3,3,2,14,415,2.0,7,2,5,4,4,0,3,0,7.05,10,10,10,10,6,6,6,6,1,1,1,1,2014,2014,2014,2014
2584,1,0,0,0,0,6,2,3,65,241,39.0,31,3,6,34,4,3,1,0,5.933333333333334,10,10,10,10,6,6,6,6,1,1,1,1,2014,2014,2014,2014
5146,25,0,0,3,8,3,3,2,46,213,43.0,29,2,10,34,4,0,5,0,7.816666666666666,10,10,10,10,6,6,6,6,1,1,1,1,2014,2014,2014,2014
5147,25,0,0,0,9,3,3,2,75,341,15.0,49,2,20,36,4,3,3,1,4.65,10,11,10,10,6,6,6,6,1,2,1,1,2014,2014,2014,2014
7779,30,0,0,0,0,6,0,0,11,141,9.0,31,2,13,125,7,2,2,0,6.3,10,10,10,10,6,6,6,6,1,1,1,1,2014,2014,2014,2014
5148,11,1,0,0,1,6,3,3,60,133,12.0,49,2,2,34,6,3,3,0,4.883333333333334,11,11,11,11,6,6,6,6,2,2,2,2,2014,2014,2014,2014
5152,62,0,0,4,0,0,1,2,75,224,31.0,45,2,4,34,4,0,3,0,4.983333333333333,11,11,11,11,6,6,6,6,2,2,2,2,2014,2014,2014,2014
5996,4,0,0,0,0,3,3,1,75,413,1.0,41,2,19,4,1,4,2,0,4.266666666666667,12,12,12,12,6,6,6,6,3,3,3,3,2014,2014,2014,2014
2801,11,0,0,3,1,0,1,0,69,231,38.0,10,2,17,125,4,0,7,0,3.4,12,12,12,12,6,6,6,6,3,3,3,3,2014,2014,2014,2014
6541,59,0,0,0,1,3,3,1,76,315,20.0,49,3,2,1,5,3,1,1,3.0833333333333335,12,12,12,12,6,6,6,6,3,3,3,3,2014,2014,2014,2014
10482,11,0,0,0,1,4,0,0,48,143,9.0,23,2,6,1,10,2,2,1,4.45,13,13,13,13,6,6,6,6,4,4,4,4,2014,2014,2014,2014
6542,11,0,0,0,0,4,3,2,69,142,9.0,10,4,17,165,7,0,2,0,5.133333333333334,13,13,13,13,6,6,6,6,4,4,4,4,2014,2014,2014,2014
7808,51,0,0,0,0,3,0,0,65,134,25.0,53,3,6,34,4,3,1,0,5.216666666666667,13,13,13,13,6,6,6,6,4,4,4,4,2014,2014,2014,2014
10483,45,0,0,0,9,4,3,1,75,231,38.0,25,2,5,121,4,3,3,1,3.283333333333333,13,14,13,13,6,6,6,6,4,5,4,4,2014,2014,2014,2014
7809,52,0,0,0,0,2,1,0,32,442,11.0,40,3,13,187,4,2,1,1,4.883333333333334,14,14,14,14,6,6,6,6,5,5,5,5,2014,2014,2014,2014
7692,11,1,0,0,1,0,1,0,69,325,27.0,10,1,5,123,4,2,1,0,3.05,14,14,14,14,6,6,6,6,5,5,5,5,2014,2014,2014,2014
10484,1,0,0,3,0,6,1,0,75,125,25.0,53,2,19,34,4,1,4,0,6.033333333333333,14,15,14,14,6,6,6,6,5,6,5,5,2014,2014,2014,2014
7810,68,0,0,0,7,4,0,0,75,134,16.0,49,2,19,34,4,1,6,0,6.516666666666667,15,15,15,15,6,6,6,6,6,6,6,6,2014,2014,2014,2014
10491,11,1,0,2,9,0,1,0,69,435,6.0,7,2,22,124,4,1,2,0,4.233333333333333,15,15,15,15,6,6,6,6,6,6,6,6,2014,2014,2014,2014
5167,44,0,0,0,0,4,0,0,56,321,22.0,41,2,13,34,7,1,3,0,5.366666666666666,15,15,15,15,6,6,6,6,6,6,6,6,2014,2014,2014,2014
5168,2,0,0,0,1,3,3,2,75,345,18.0,47,2,19,34,8,0,3,0,4.683333333333334,15,15,15,15,6,6,6,6,6,6,6,6,2014,2014,2014,2014
6017,25,0,0,0,0,3,3,2,45,133,12.0,31,0,19,34,4,3,2,0,4.25,15,15,15,15,6,6,6,6,6,6,6,6,2014,2014,2014,2014
7827,46,0,0,0,0,3,3,1,75,421,11.0,34,2,22,21,4,3,5,1,3.4833333333333334,15,15,15,15,6,6,6,6,6,6,6,6,2014,2014,2014,2014
212,62,1,1,1,9,5,1,0,75,325,27.0,25,2,19,125,4,2,5,0,5.15,16,16,16,16,6,6,6,6,0,0,0,0,2014,2014,2014,2014
5169,30,0,0,0,0,3,3,1,11,225,35.0,18,2,1,70,6,3,3,1,4.966666666666667,16,16,16,16,6,6,6,6,0,0,0,0,2014,2014,2014,2014
5170,57,1,0,2,2,3,3,1,54,344,21.0,16,2,6,165,4,3,5,0,3.6333333333333333,16,16,16,16,6,6,6,6,0,0,0,0,2014,2014,2014,2014
5176,11,0,0,3,1,0,1,0,69,146,9.0,10,2,17,125,3,0,2,0,4.966666666666667,16,16,16,16,6,6,6,6,0,0,0,0,2014,2014,2014,2014
5177,62,0,0,3,1,3,3,1,12,331,19.0,7,2,17,4,4,1,3,0,3.283333333333333,16,16,16,16,6,6,6,6,0,0,0,0,2014,2014,2014,2014
7828,71,0,0,0,1,3,3,2,65,332,20.0,45,2,6,134,4,3,3,1,3.55,16,16,16,16,6,6,6,6,0,0,0,0,2014,2014,2014,2014
7844,51,0,0,0,0,4,2,3,65,331,19.0,17,2,21,4,5,3,0,0,4.683333333333334,17,17,17,17,6,6,6,6,1,1,1,1,2014,2014,2014,2014
5189,51,0,0,0,0,4,2,2,65,345,18.0,32,2,5,165,5,1,2,0,3.8666666666666667,17,17,17,17,6,6,6,6,1,1,1,1,2014,2014,2014,2014
10542,62,0,0,3,9,5,1,0,75,133,15.0,24,2,19,125,4,3,3,0,5.416666666666667,18,18,18,18,6,6,6,6,2,2,2,2,2014,2014,2014,2014
8035,62,0,0,0,10,3,3,1,75,113,24.0,22,2,20,34,5,3,3,0,5.683333333333334,18,18,18,18,6,6,6,6,2,2,2,2,2014,2014,2014,2014
5263,44,0,0,0,2,3,3,2,75,421,12.0,49,2,19,119,5,3,6,1,5.55,19,19,19,19,6,6,6,6,3,3,3,3,2014,2014,2014,2014
5195,31,0,0,0,1,4,1,0,5,115,33.0,38,2,9,125,3,0,3,0,4.616666666666666,19,19,19,19,6,6,6,6,3,3,3,3,2014,2014,2014,2014
3417,11,1,0,2,1,2,2,0,48,232,37.0,31,2,10,34,6,0,2,0,5.2,19,19,19,19,6,6,6,6,3,3,3,3,2014,2014,2014,2014
5264,26,0,0,0,0,2,1,0,10,433,6.0,14,2,1,125,4,2,1,0,6.85,19,19,19,19,6,6,6,6,3,3,3,3,2014,2014,2014,2014
307,31,1,1,1,1,5,1,0,75,434,6.0,50,2,19,125,3,0,3,0,7.15,19,19,19,19,6,6,6,6,3,3,3,3,2014,2014,2014,2014
